Company name,Job Description,Job Role,Skills,Location,Updated
White Horse Manpower Consultancy P Ltd,"We are looking for a talented Developer with expertise in VBA Automation ,  Python ,  RPA ,  SAP Scripting ,  and proficiency in using add-ins like Se...","Developer VBA Automation ,  SAP Scripting ,  Python  RPA  Bangalore","VBA, Automation, Python, RPA, SAP, Scripting, Selenium",Bengaluru / Bangalore,few days ago
Sysvine Technologies,: Software Engineer  Dev Python  REQ / 667Job Id: REQ / 667Location: ChennaiExperience: 4 to 6 YearsCTC: 5L to 8LDate Posted: 26-Sep-2024Employment Ty...,Software Engineer  Dev Python  REQ / 667 | Sysvine Technologies,"**, python, programming, django, framework, microservices, architecture, aws, cloud, services, restful, api, development, **, html5, git, postgresql, xml, games, software, engineer, web, development, mysql, mongodb, oracle, rdbms, mobile, javascript, nosql",Chennai,few days ago
Nielsen Research Ltd. Co.,"Software Engineer - Test AutomationLocation: Bangalore ,  IndiaTechnology: OtherEmployment Type: Full Time  /  HybridAt Nielsen ,  we believe that car...","Nielsen - Software Engineer - Test Automation  ( Python  ,  SQL ,  Selenium )","test, automation, python, scripting, sql, querying, selenium, ci, /, cd, principles, firefox, jdbc, database, security, debugging, software, engineer, software, engineering, odbc, windows",Bengaluru / Bangalore,few days ago
Nielsen Research Ltd. Co.,"Job Title: Senior Software Engineer - Bigdata  ( Java / Scala ,  Spark ,  Python ,  AWS ) Location: Gurgaon ,  HR ,  IndiaTechnology: OtherEmployment ...","Nielsen - Senior Software Engineer - Bigdata  ( Java / Scala  ,  Spark ,  Python ,  AWS  )","java, /, scala, spark, python, aws, big, data, orchestration, information, technology, senior, software, engineer, apache, devops, software, engineering, shell, scripting, mysql, oracle, unix, /, linux, hive, docker, security, git, postgresql, senior, software, developer, json, hadoop, technical, skills, rdbms",Gurgaon,few days ago
Nielsen Research Ltd. Co.,"Position: Software Engineer - Bigdata  ( Java / Scala / Python ,  SQL ,  AWS ) Location: Bangalore ,  IndiaTechnology: OtherEmployment Type: Full Time...","Nielsen - Software Engineer - Bigdata  ( Java /  Scala /  Python  , SQL  ,  AWS )","java, /, scala, /, python, sql, aws, big, data, agile, scrum, orchestration, storage, security, apache, postgresql, devops, json, software, engineer, shell, scripting, mysql, technical, skills, written, communication, unix, /, linux, software, developer",Bengaluru / Bangalore,few days ago
Nielsen Research Ltd. Co.,"SOFTWARE DEVELOPER -  ( Backend Developer ,  Java ,  Scala ,  Python ,  GO lang ) Location: Bangalore ,  IndiaTechnology: OtherEmployment Type: Full T...","Nielsen - SOFTWARE DEVELOPER -  ( Backend Developer ,  Java , Scala ,  Python ,  GO lang )","backend, developer, java, scala, python, go, lang, orchestration, information, technology, sql, git, postgresql, linux, mysql, hadoop, big, data, github, cloud, services, oracle, software, developer, unix",Bengaluru / Bangalore,few days ago
eMids Technologies Pvt Ltd,"Experience: 6  yrsLocation: Bangalore  /  Noida  /  HyderabadSkills: Python ,  AzureJD For Python   Azure Developers:6-8 years of strong experience in...",Asso. Tech Lead  ( Python  Azure )  || 6  yrs ||RR / 1069 / 2024,"cloud, solutions, design, python, programming, azure, services, integration, agile, sdlc, understanding, api, management, software, design, storage, sql, security, json, rest, django, written, communication","Bengaluru / Bangalore,  Hyderabad/Secunderabad,  Noida/Greater Noida",few days ago
Nielsen Research Ltd. Co.,"Senior Backend Engineer  ( c# / .net Core /  Python )  Bangalore ,  IndiaTechnology  Engineering  /  Full Time  /  HybridAt Nielsen ,  we believe that...",Nielsen - Senior Backend Engineer  ( c# / .net Core /  Python ),"c#, .net, core, python, microservices, database, design, and, optimization., orchestration, storage, docker, security, git, devops, debugging, software, engineer, software, engineering, api, access, management, nosql, c#, .net, infrastructure",Bengaluru / Bangalore,few days ago
CGI Information Systems and Management Consultants Pvt Ltd,"Position Description:Job Title: Automation Tester with ETL ,  Python ,  SQL  & amp; DevOps SkillsExperience Level: 4 to 8 yearsWe are seeking a highly...","Backend Automation Tester with ETL ,  Python ,  SQL  &  DevOps Skills","automation, testing, etl, processes, python, scripting, sql, querying, devops, practices, test, automation, information, technology, defect, tracking, test, cases, test, scripts, data, warehousing, automation, tester, functional, testing, testing, tools, test, planning, jenkins, sql, queries, data, integrity",Bengaluru / Bangalore,few days ago
SLA Consultants India,"Competent professional having experience as a Web Developer and PHP Programmer to rewrite Recruitment AutomationStrong MySQL ,  AJAX ,  JQuery ,  HTML...",PHP Developer  /  Java Developer  /  Software Engineer  /  AngularJS Developer  /  Python,"css, aop, html5, rest, api, ajax, java, xml, web, developer, web, development, api, python, javascript, java, developer, nosql, jsp, bootstrap, hibernate, software, engineer, php, web, developer, rdbms, php, wordpress, spring, mysql, html, project, life, cycle, data","Noida/Greater Noida,  Gurgaon,  Delhi,  Delhi/NCR",few days ago
krazy mantra hr solutions,"Hiring For New Relic / Python Scripting / other APM toolsDesired ProfileSkills: New Relic ,  APM tools ,  APM Architect ,  designing and implementing ...",Hiring For New Relic / Python Scripting / other APM tools,"new, relic, apm, tools, apm, architect, microservices, architectures, cloud, technologies","Chennai,  Bengaluru / Bangalore,  Pune,  Hyderabad/Secunderabad,  Noida/Greater Noida",1 day ago
Moody's Corporation,"Experience Level: Experienced HireCategories: Engineering  & amp; TechnologyLocation ( s ) : MIS Support Center ,  4th floor ,  East Tower ,  Eurocent...","Software Engineer  ( C ,  C   ,  Python ,  NLP / AI libraries","software, development, lifecycle, nlp, /, ai, programming, api, development, object, oriented, design, cloud, technologies, (, aws, gcp, ), algorithms, cuda, c, curl, rest, api, gcc, git, xml, linux, json, software, engineer, software, engineering, multithreading, html, python, github, written, communication",,few days ago
THE BOSTON GROUP,Who We AreBoston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest o...,"Senior Software Engineer ,  Python Full-Stack ,  India - X Delivery","web, application, development, problem, solving, software, development, communication, skills, technical, skills, html5, devops, web, development, python, oracle, nosql, software, developer, unix, storage, mockito, docker, d3.js, security, git, oops, mongodb, rest, junit, software, delivery, mobile, django","Bengaluru / Bangalore,  null",few days ago
CRIMSON INTERACTIVE PVT LTD,About the role:Ownership of the product you buildUnderstand the larger picture and work towards itProactively work on ensuring the flexibility of the ...,Crimson AI - Principal Engineer - Python /  Node.Js /  Golang,"coding, Golang, mentoring, ensuring, the, flexibility",Mumbai,few days ago
SAMPOORNA CONSULTANTS PVT LTD,Responsibilities:?Design and implement software systems with various technologies and ensure compliance to all architecture requirements.?Software req...,Machine Learning + Python + Azure - AM -BLR - J48114,"Python, Azure, ML",Bengaluru / Bangalore,a month ago
CGI Information Systems and Management Consultants Pvt Ltd,"Position Description:Job Title: Senior Full Stack Developer-Python (  Flask /  Django )  ,  Angular ,  MongoDB /  PostgreSQLPosition: Senior Software ...","Senior Full Stack Developer-Python (  Flask /  Django )  ,  Angular ,  MongoDB /  PostgreSQL","full, stack, development, python, development, angular, js, mongodb, postgresql, django, senior, software, engineer","Chennai,  Bengaluru / Bangalore,  null,  Hyderabad/Secunderabad",a month ago
Moody's Corporation,"Experience Level: Experienced HireCategories: Engineering  & amp; TechnologyLocation ( s ) :MIS Support Center ,  4th floor ,  East Tower ,  Eurocente...","Software Engineer  ( C ,  C   ,  Python ,  NLP / AI libraries )","nmt, models, maintenance, document, pre, processing, api, development, root, cause, analysis, agile, development, algorithms, cuda, c, curl, rest, api, gcc, git, xml, linux, json, software, engineer, software, engineering, multithreading, html, python, github, written, communication",,a month ago
SAMPOORNA CONSULTANTS PVT LTD,Responsibilities:?Design and implement software systems with various technologies and ensure compliance to all architecture requirements.?Software req...,Machine Learning + Python + Azure - AM -BLR - J48114,ML,Bengaluru / Bangalore,a month ago
AMAR TECHNOLABS PVT LTD,"Looking for python Developer who having basic skill on-Python programming-Django Framework ,  AI ,  Data Science-Good at OOPS  &  design patterns-Know...","Python Developer ,  Data Science ,  ML ,  AI ,  Freshers ,  Django","Machine, Learmning, MySql, Data, Science, Training, Opps, Fresher, HTML, CSS, Python, CorePython, Java, Script, Django, Intern, Database",Ahmedabad,3 days ago
AMAR TECHNOLABS PVT LTD,"Job Title: Fresher Python Web DeveloperCompany:ExcelPTP SolutionsLocation: Ahmedabad ,  IndiaJob Type:Full-timeExperience Level: 0-1 yearEducation:Any...","Software Developer , AI Developer , ML , Fresher Python Web Developer","Python, web, developer, Django, Python, AI, IoT, Machine, learning, web, developer, front, End, Developer, software, engineer, programmer, developer, fresher",Ahmedabad,3 days ago
Tessolve Semiconductor Pvt. Ltd.,Job Posted On: 24-10-2024 12:53:17Company: Group Tessolve Semiconductor Private LimitedDepartment: ServicesEmployee Type: Regular Employee - Probation...,"Test Engineer -C / C  .Python , Bash  / Scripting ,  Linux , V2X , TELEMATICS , Cybersecurity","**, c, /, c, proficiency, python, scripting, bash, /, shell, knowledge, cybersecurity, principles, linux, familiarity, **, telematics, software, engineer, shell, scripting, forms","Singapore,  Bengaluru / Bangalore,  Malaysia",5 days ago
crescendo global,Position: Java Python Developer-Risk Tech SpaceExperience: 4  YrsLocation: Mumbai / PuneDiscipline: AnalyticsJob Type: PermanentContact Name: Mini Dan...,Java Python Developer-Risk Tech Space-4 Yrs-Mumbai / Pune job in,"**, java, development, python, programming, risk, system, architecture, agile, software, development, data, modeling, **, java, developer","Mumbai,  Pune",3 days ago
ansysco anand,"Date: Oct 23 ,  2024Location: Noida ,  UP ,  IN ,  201304Company: AnsysRequisition #: 15292Our Mission: Powering Innovation That Drives Human Advancem...","Senior R & D Engineer - EDA ,  C   ,  Python ,  Distributed Computing ,  Multi-Threading ,  AI / ML / DL ,  GIT","**, semiconductor, analysis, c, development, python, programming, machine, learning, software, design, **, algorithms, satellite",Noida/Greater Noida,5 days ago
ap moller-maersk shipping,Job OpportunityThe world is facing a climate emergency. At Maersk we see it as our obligation  as an industry leader in logistics and with the resourc...,"Senior Software Engineer - Python / PySpark / Data Engineer - Energy Transition ,  Full Remote available for XP","**, python, programming, pyspark, experience, test, driven, development, extreme, programming, domain, knowledge, logistics, **, erlang, ruby","Bengaluru / Bangalore,  null,  null",few days ago
ap moller-maersk shipping,OpportunityThe world is facing a climate emergency. At Maersk we see it as our obligation  as an industry leader in logistics and with the resources a...,"Software Engineer - Python / PySpark / Data Engineer - Energy Transition ,  Full Remote available for XP","**, python, programming, pyspark, development, test, driven, design, extreme, programming, quantitative, modelling, **, erlang, ruby","Bengaluru / Bangalore,  null,  null",few days ago
